"SpecimenID","ScanID","ScanIDwAlternate","GrowthForm","GrowthFormVer","GrowthFormWal","Whole.","Quality","DamageLevel","Species","RawSA","WholeSA","ImputedSA","ImputedSAPercent","WholeVol","ColonyVolCull","OuterSACull","OuterSAScaled","ColonyVolCullScaled","AttachSA","AttachPlanarAreaGrid","ColonyPlanarAreaGrid","WholeWeight","WholePorosity","CenterofMassToAttachDist","ConvexVolCull","ConvexSACull","IntersistalVol","AttachAreaAHull","AttachPerimeterAHull","AttachMaximumLinearDimension","EllipseAttachArea","EllipseAttachAreaCull","EllipseAttachPerimeter","EllipseColonyArea","EllipseColonyPerimeter","ColonyXLength","ColonyYLength","ColonyHeight","CSFone","CSFtwo","CSFthree","CSFfour","CSFfive","CSFsix","CSFseven","CSFeight","CSFnine","CSFten","CSFeleven","CSFtwelve","meanCSF","sdCSF","ColonySA","ColonyVol","ColonySA2ndMomentVert","ColonyVol2ndMomentVert","ColonySARotated","ColonyVolRotated","ColonySA2ndMomentRotated","ColonyVol2ndMomentRotated","ColonySAScaled","ColonyVolScaled","ColonySA2ndMomentVertScaled","ColonyVol2ndMomentVertScaled","OuterSA","OuterVol","OuterSA2ndMomentVert","OuterVol2ndMomentVert","OuterSARotated","OuterVolRotated","OuterSA2ndMomentRotated","OuterVol2ndMomentRotated","OuterVolScaled","OuterSA2ndMomentVertScaled","OuterVol2ndMomentVertScaled","OuterSARotatedScaled","OuterVolRotatedScaled","OuterSA2ndMomentRotatedScaled","OuterVol2ndMomentRotatedScaled","ConvexVol","ConvexSA","ConvexVolScaled","ConvexSAScaled","BoundingBoxSA","BoundingBoxVol","BoundingBoxScaledSA","BoundingBoxScaledVol","FractalDimension","FractalDimensionRotated","FracDimTrim","FDIntsTrim","FDFit","Method","NoncoralSubstrateEyeball","Attachment.point.","ZCull.","Collection.Location","Expedition.Collector","Depth","Other.data","Photos","Notes","PlanarArea","Sphericity","Packing","Convexity","Vvol","Vsa"
102,"S132BuPdam","S132BuPdam","BranchingClosed","Branching-closed","","Y","Medium","Some branches missing","Pdam",72622.01828,79432.34896,6810.330676,8.573749569,166397.9832,75396.38502,75396.38502,25.91246164,1,601.9497689,522,8220,254,"0.994606146",51.92120799,656071.928,37778.61708,524660.7466,575.6117486,96.18015921,34.33214375,694.113852,2484.050376,93.84859466,10480.22588,364.0956448,108.0758,123.4674,101.0310597,14.0337954,17.34477366,14.87084693,14.43371022,11.22186989,9.767335893,10.2930763,11.20688851,10.32783512,10.82133542,10.09118253,10.75765345,78.7314725,8.797770851,78227.18969,164215.2626,4889895.965,6116967.319,78227.18969,-164215.2626,4570472.188,-5699556.219,26.08647406,1,29.77735374,0.680223244,77621.45614,165247.4302,4875703.548,6108559.742,77621.45614,165584.9463,4565555.531,5705086.699,0.934910689,0.643839933,-0.040219742,25.74154155,1,27.57228621,0.627433612,688876.0093,38968.45953,3.339961122,11.50701794,77507.56484,1464375.47,25.82665657,8.906972247,2.491158739,2.340411153,2.491158739,5.748679415,0.999427294,"LZ","None","Y","MAYBE","Zamboanga","Challenger","","","Y","",82.2,0.185382503189839,2.00744886078385,0.238381450918674,0.680223244,29.77735374
103,"S131BuPdam","S131BuPdam (cae)","BranchingClosed","Branching-closed","","Y","Medium","Some branches missing","Pdam",107836.2603,135120.1607,27283.90042,20.19232384,460305.4251,125999.2999,125999.2999,22.62492294,1,1932.86018,1813,17389,524.5,"0.995973637",45.800412,1444011.913,70023.32553,1069712.947,1870.011576,222.1727443,74.12396344,3429.082979,4693.481741,208.1308238,26387.50168,580.193158,165.7026,202.7585,100.3673145,3.189662859,2.866327151,3.063317521,4.117550996,6.138894769,6.971218575,5.748419326,3.847506817,3.190870519,3.290453343,4.000621289,3.635219082,12.92402898,3.518813628,130443.6404,433500.1415,7136770.011,15097353.89,130443.6404,-433500.1415,6603991.959,-13831243.92,22.77351575,1,16.46313191,0.460166689,128510.2885,435417.0397,7074450.418,14997401.45,128510.2885,434049.4529,6600365.258,13831829.24,0.926613755,0.681597697,0.013054832,22.41704807,1,15.20648215,0.420882306,1503213.088,70945.52014,3.121307459,11.76692808,146867.5649,3632405.672,25.64088821,8.379249105,2.470061675,2.342179347,2.470061675,6.254385935,0.99860843,"LZ","Minor","Y","Y","","A.K.F","","","Y","",173.89,0.212350869207866,1.83864520469495,0.288382362394652,0.460166689,16.46313191
105,"S12CoAmil","S12CoAmil (spa?)","Corymbose","Corymbose","Corymbose","Y","Medium","Some branches missing","Amil",45575.25176,51835.36501,6260.113245,12.07691553,138307.9926,17121.37154,17121.37154,17.21679208,1,2372.979106,720,6737,211,"0.994609256",26.21347253,182998.8228,21102.98736,342105.7493,2327.233746,183.2653264,64.85284832,2513.536688,8395.302711,178.7767233,9689.603745,349.3791159,106.6194,115.7124,59.11592005,0.319520076,0.322455675,0.309192166,0.285527751,0.305571167,0.338467029,0.410199988,0.383793961,0.346224952,0.288676621,0.269843408,0.274654918,7.672177638,0.79993462,50558.45352,141745.5094,2114874.627,3602804.777,50558.45352,-141745.5094,2026887.884,-3021525.162,18.59748606,1,14.92022312,0.487485442,48185.47442,120279.8237,2053694.876,3320333.613,48185.47442,140599.5843,2002759.942,2974432.028,0.919479513,0.441041836,-0.012702509,17.82078298,1,14.24442292,0.406841581,483851.2587,31700.8068,2.790254806,10.32207227,62447.65681,1048019.332,22.97082577,7.393668672,2.41751885,2.283724859,2.41751885,5.588285997,0.999446976,"LZ","None","Y","N","Cleremout Is. GBR","Savvile Kent","","","Y","",67.37,0.26003384787318,1.59486330549795,0.292952651979946,0.487485442,14.92022312
106,"S129BuPdam","S129BuPdam","Corymbose","Branching-closed","","Y","Medium","Very few branches missing","Pdam",102407.1078,126753.3958,24346.288,19.20760217,631531.004,100948.5674,100948.5674,17.416091,1,5025.064777,4781,17601,1008,"0.994359996",37.29190453,997238.2265,56004.74799,612827.6625,4940.599365,296.3634558,115.4965834,6014.54381,11311.84646,288.4902571,20871.27954,512.1528281,164.3089,161.7328,78.40918198,0.763812743,0.804557905,0.845999555,0.819263387,0.750757131,0.747715888,0.800325986,0.779088148,0.824789362,0.881721276,0.786581966,0.761552686,2.799624915,0.8368985,113630.4761,506584.1901,5050820.785,12626338.36,113630.4761,-506584.1901,4835765.71,-11843008.64,17.88107968,1,9.970348232,0.312662105,108546.3082,510006.3057,4966433.276,12511017.96,108546.3082,507452.7643,4826743.148,11841694.38,0.876119845,1.321471241,0.002038048,17.06153004,1,9.511709242,0.292563191,1119411.853,57822.05483,1.918087858,8.333451991,109704.5787,2304820.205,17.25926629,4.548294119,2.479343478,2.380876584,2.479343478,6.157778932,0.9987065,"LZ","Some","Y","MAYBE","Mahe, Seychelles","J.D.Taylor","","","Y","",176.01,0.270452117474816,1.96517533723213,0.452544958088808,0.312662105,9.970348232
109,"S126BuPdam","S126BuPdam","BranchingClosed","Branching-closed","","Y","Medium","Very few branches missing","Pdam",10713.80291,11509.56168,795.7587691,6.913892911,17943.4249,10931.45333,10931.45333,16.17949227,1,384.9826779,359,1928,32,"0.993698293",19.04762747,72772.62958,9040.76279,58170.79377,365.7858854,76.24339663,30.91202608,442.8601399,1272.177912,76.51967367,2894.134408,190.8564837,58.7552,62.7166,43.20596457,1.367499245,1.318174283,1.584748993,2.456955183,3.151741958,2.89392391,2.01583373,1.368827282,1.271413192,1.446834258,1.62445491,1.559729967,10.87369307,1.244338569,11568.09865,18665.62829,230068.4564,217964.4732,11568.09865,-18665.62853,256434.0173,-252250.7077,16.4399405,1,12.32578153,0.440212356,11182.1813,18848.32024,225089.0266,212925.0125,11182.1813,19192.59157,254387.8008,253425.6689,0.871447003,0.009824153,-0.031735204,15.59926426,1,13.25447895,0.49318036,76836.42147,9256.485798,3.715993199,12.44228169,18216.14266,164514.6435,25.88551397,8.812664701,2.270355703,2.219633344,2.270355703,4.683070988,0.999146229,"LZ","None","Y","N","Diego Garcia, Chagos","J.D.Taylor","","","Y","Difficult to determine orientation",19.28,0.29416018022611,1.24972899029343,0.242926829918645,0.440212356,12.32578153
110,"S125PlTbif","S125PlTbif (gra)","Laminar","Laminar","","Y","High","Some edge material missing","Tbif",916302.405,1043128.236,126825.8314,12.15822053,5670947.853,1027723.81,1027723.81,32.65117893,1,10616.95586,10412,134471,9800,"0.993893618",116.2435458,24570540.67,445635.9124,19245734.15,10476.75841,495.0490402,146.6713759,14154.28079,14378.78621,421.8016412,156493.4693,1402.654077,438.677,454.215,279.7163623,19.94978796,20.13003851,18.76373738,20.06293688,23.17878074,24.11374089,24.42259207,22.68212388,18.98424731,17.21236625,17.94309161,18.66091562,24.78610116,2.128795072,1043079.119,5671981.614,132646285.5,409398957.4,1043079.119,-5671981.614,125283945.8,-384101591.9,32.79649067,1,23.38623334,0.404731475,1032462.163,5690060.762,132120479,407763511.5,1032462.163,5667332.455,124767673.4,382215743.8,0.920596302,-0.359559273,-0.055896408,32.48042363,1,22.01523811,0.378271527,24917715.77,447731.7497,3.891462897,13.04424661,909014.7765,56961245.42,28.58124,10.04256524,2.541510574,2.312213068,2.541510574,7.276227368,0.998967984,"LZ","None","Y","N","Gulf of Carpentaria,GBR","Savvile Kent","","","Y","TYPE SPECIMEN: T. gracilis (bifrons)",1344.71,0.147454064860544,2.3296965642908,0.227628473908064,0.404731475,23.38623334
112,"S123PlTcon","S123PlTcon (den)","Laminar","Laminar","","Y","High","Very little edge material missing","Tcon",157082.6576,159704.0179,2621.360295,1.641386566,495465.4583,152773.5767,152773.5767,25.08200364,1,5073.474713,4950,37919,806,"0.994251756",54.40696271,2389100.535,101842.0846,2028215.439,5000.204751,268.4241138,94.94084024,5401.380873,4928.09062,260.9139864,41211.60302,719.931569,223.767,234.495,115.5934171,8.377462855,8.884904848,8.181009283,7.803007778,8.853168758,8.825248916,8.922216436,9.378893943,8.348754873,7.864258316,8.133383889,7.942444471,8.075391112,0.825821,159973.6267,500291.8263,9764269.714,18274850.16,159973.6267,-500291.8263,9279844.132,-17230117.62,25.3843542,1,19.51714819,0.460139251,154900.1525,502027.1209,9673450.432,18134709.47,154900.1525,497829.8215,9202338.721,17063687.31,0.798480667,0.373957587,0.013276789,24.66027449,1,18.48490855,0.432478982,2528507.265,103707.2151,3.638939064,13.47304926,215346.3085,6320654.182,34.17080103,12.63393454,2.395606823,2.250039322,2.395606823,6.168441954,0.997695188,"LZ","None","Y","Y","Roebuek Bay, Australia","Savvile Kent","","","Y","",379.19,0.190510100230335,1.54255059829487,0.1978605453206,0.460139251,19.51714819
113,"S121PlTcon","S121PlTcon","Laminar","Laminar","","Y","High","None","Tcon",46756.45184,50504.98814,3748.536302,7.422111043,195771.1987,40986.65078,40986.65078,14.84192742,1,890.9921895,536,6937,265.5,"0.995207862",35.77164863,310692.2194,24204.11533,195755.1062,866.5167245,115.9646872,40.37745853,982.6169781,4530.742183,111.5938884,8439.937363,325.6684577,103.4672,103.8596,72.89658887,1.513812024,1.897354097,2.204272709,1.900864746,1.570885561,1.430760483,1.474069264,1.728681521,1.944780708,1.769224418,1.52278158,1.417653206,23.55544991,3.591156314,47400.04572,175683.1803,2518045.992,5288579.286,47400.04572,-175683.1803,2032434.795,-4576383.398,15.11095703,1,14.33288029,0.537483876,46499.0364,175593.7529,2502548.287,5287274.11,46499.0364,177920.4252,2024674.302,4586385.557,0.948469746,1.12763063,-0.037427529,14.69919037,1,11.379662,0.458320712,371438.2866,26609.87938,1.53803803,6.926463623,58821.39728,967416.3812,18.75204113,5.506596473,2.407141838,2.303602145,2.407141838,5.63988479,0.999492258,"LZ","None","Y","MAYBE","N.E. Australia","HMS Alert","","","Y","Smaller (minor) attachment area due to processing",69.37,0.320031077459015,1.78129502366801,0.472980806335649,0.537483876,14.33288029
114,"S120PlTcon","S120PlTcon (bif)","Laminar","Laminar","","Y","High","Very little edge material missing","Tcon",22218.87506,22845.34743,626.4723624,2.742231714,58318.77,20979.61449,20979.61449,14.67570272,1,1224.072374,1162,5732,89,"0.994607437",19.43889212,154121.5496,16545.79244,108387.0066,1189.369966,132.3360535,51.15556756,1302.132744,1187.956119,128.6043468,6464.558276,285.7240867,85.6345,96.117,45.02273222,3.315083602,3.544570969,4.299624455,5.069560714,5.301906563,4.809388293,4.136076657,3.683465138,3.726375537,3.957528153,3.9235433,3.415541625,4.993941421,1.418549081,22822.70746,59185.11015,626289.5883,961346.0837,22822.70746,-59185.11015,541786.1413,-803887.9288,15.0276887,1,10.58187755,0.416802019,21598.63487,59907.77204,613137.4388,946981.9913,21598.63487,58602.41032,530370.3803,783198.7696,0.82517852,0.509606371,-0.001776669,14.3158119,1,9.050316829,0.344073605,167572.1168,17187.92541,2.275322916,10.03100662,34218.47512,402069.4676,22.53127035,6.793422645,2.308192928,2.295601565,2.308192928,5.069532147,0.99805919,"LZ","None","Y","Y","W. Australia","Capt. Becker","","","Y","",57.32,0.3218043678131,1.32783375047239,0.353191875117496,0.416802019,10.58187755
115,"S11DiAhum","S11DiAhum","Corymbose","Digitate","Corymbose","Y","Medium","Some branches missing","Ahum",214308.8066,311289.1006,96980.29396,31.15441363,2489309.41,44197.37123,44197.37123,15.82711299,1,10626.38295,1600,40487,2850.5,"0.995953722",72.10108171,1187691.587,88840.76527,3422912.722,10503.62439,435.9534064,135.9384635,12723.46738,37475.48445,400.0776946,51809.27745,829.0621594,211.886,311.326,118.7534618,0.184158028,0.213168493,0.248931889,0.272264158,0.348589074,0.442722774,0.436780751,0.414483188,0.320036423,0.249676119,0.231407592,0.214708639,6.51637678,1.36012118,273061.7462,2210593.03,24716030.85,114786928.7,273061.7462,-2210593.03,23539287.54,-109327217.4,16.09119628,1,11.18072414,0.398609251,262432.3028,2044487.076,24037798.62,109431211.2,262432.3028,2251233.067,23405296.59,109580506.7,0.978706383,0.949086526,-0.027579294,15.27813413,1,10.39665636,0.371397827,5633505.752,168283.2444,2.373949927,9.482482266,322957.0939,12042096.65,19.03146838,5.447450745,2.449712925,2.212119173,2.449712925,6.488052953,0.99817811,"LZ","Major","Y","N","Aldabra, Indian Ocean","J.D.Taylor","","","Y","Possible wrong ID? Damaged during handling",404.87,0.30053550893786,1.6226318144363,0.392400953742738,0.398609251,11.18072414
116,"S119PlTbif","S119PlTbif (cin)","Laminar","Laminar","","Y","Medium","Some edge material missing","Tbif",1069518.464,1240936.697,171418.2331,13.81361624,9336755.291,1074218.473,1074218.473,26.94556774,1,4714.641507,4296,70808,17600,"0.993339141",119.4144272,34995528.14,577294.6784,30532676.33,4666.009006,262.8237045,92.30941523,5127.019738,118342.1828,254.2500439,142075.356,1356.235122,368.936,490.318,331.3757297,0.635727431,0.594412543,0.632770226,0.737040961,0.849749718,1.02023755,0.878114997,0.665420596,0.577591831,0.533081757,0.551627169,0.635171741,92.64842817,19.05634586,1231373.961,9242487.238,199172237.3,870356646.8,1231373.961,-9242502.356,274022550.6,-1276195979,27.95958532,1,21.54963618,0.448723455,1226492.819,9299021.154,198960986.4,871369209.3,1226492.819,9415195.267,273455688.5,1285802017,0.975578046,0.625767992,-0.045749334,27.50714111,1,29.04408042,0.646747851,39775190.3,604445.8954,2.814755207,11.15930584,996760.0072,66838887.08,22.63243933,7.231699147,2.226899314,2.237814701,2.226899314,6.741033544,0.985126714,"LZ","None","Y","N","","","","Reidentified as T.bifrons","Y","",708.08,0.172963075337802,2.03719467759,0.232368146281377,0.448723455,21.54963618
117,"S118PlTcon","S118PlTcon","Laminar","Laminar","","Y","Medium","Some edge material missing","Tcon",195118.2987,212620.2741,17501.97538,8.231564675,1538281.524,203889.4092,203889.4092,15.44765134,1,7105.452278,6965,27987,2885,"0.993372899",56.25501318,3254968.879,115470.5361,1725575.663,6986.288383,416.057946,131.6355156,10194.62618,9773.594859,360.5543303,37148.77912,694.0101691,187.9985,251.594,133.2571797,4.152019156,3.993803981,3.652886534,3.955862012,4.625751557,6.079327124,5.76431406,4.702379238,3.75817552,3.301842321,3.320648675,3.741340244,5.002542195,1.023025686,211923.611,1566970.446,14366419.3,62323185.66,211923.611,-1566970.446,13922703.48,-60085771.11,15.70864801,1,9.168277133,0.342427449,204818.1584,1568386.851,14253469.86,61824129.76,204818.1584,1563526.833,13812236.99,59524686.19,0.900277562,0.31242091,-0.018130404,15.20424634,1,8.83402619,0.328012199,3292546.109,115943.1519,1.786662428,7.770639911,213610.3459,6402716.314,15.83367573,4.08604791,2.457166824,2.289050337,2.457166824,6.541341288,0.998731151,"LZ","None","Y","N","Sharks Bay","Savvile Kent","","","Y","",279.87,0.307854365268728,1.82782344215364,0.475914503282663,0.342427449,9.168277133
118,"S117PlTcon","S117PlTcon","Laminar","Laminar","","Y","High","Some edge material missing","Tcon",509592.8857,535004.5174,25411.63171,4.749797596,2989220.282,493183.372,493183.372,24.43790828,1,16913.18835,16690,69934,5600,"0.993380218",70.07437983,13019085.78,290736.9427,10499562.02,16749.62047,582.1423117,196.0449776,19101.72647,67964.99617,491.7722071,84299.46004,1031.891119,308.874,347.499,231.601541,1.169188261,1.169583194,1.265465065,1.452650451,1.336746754,1.232139392,1.241924238,1.292617853,1.340491516,1.152799994,1.013971128,1.050707373,6.567912034,0.99820132,532328.9611,3092812.178,48912472.26,166119097.9,532328.9611,-3092812.178,46353236.39,-156602606.7,25.07712414,1,15.81488608,0.368650507,515408.8865,3155966.483,48700689.07,166504460.4,515408.8865,3130772.402,46221364.79,156741309,0.833011856,-0.022778096,-0.021630099,24.08338736,1,14.76356593,0.342227423,13592374.2,294198.1814,4.160673481,13.40072921,535136.86,26202435.04,25.20939955,8.472042119,2.495451583,2.25125645,2.495451583,6.949056889,0.998897682,"LZ","None","Y","N","Sharks Bay","Savvile Kent","","","Y","",699.34,0.192844116990752,1.80942301739191,0.227540246648007,0.368650507,15.81488608
119,"S116PlTcon","S116PlTcon","Laminar","Laminar","","Y","High","Some base material missing","Tcon",5641.983688,5679.929807,37.9461191,0.668073733,13140.81462,5555.837759,5555.837759,10.09804451,1,104.9099483,95,1841,22,"0.994084194",16.42956765,27859.8338,5103.907755,15341.1422,98.04460976,35.90679811,14.31122554,100.3791799,108.4765219,35.61881833,1954.170586,156.8502502,48.1555,51.6686,29.46385434,33.65406442,32.78341513,34.00421868,34.96632193,38.18232935,41.42143297,37.76518892,37.49460217,35.02516486,33.19168208,32.31408281,32.60582905,44.23927096,3.636422606,5684.836688,13172.15193,99912.82433,143374.9938,5684.836688,-13172.15193,93530.95732,-133208.6929,10.19248714,1,7.58515578,0.460890515,5579.927057,13165.02722,97801.67077,140170.7436,5579.927057,13127.38425,90735.27657,128827.723,0.957207646,0.094309797,-0.022190221,10.0271241,1,6.91190833,0.416011242,28513.29413,5161.125257,1.236851062,7.573619314,11011.04064,75208.87172,19.71427992,5.698506603,2.201734311,2.229369202,2.201734311,4.481670626,0.999382738,"LZ","None","Y","N","Port Molle, Queensland","HMS Alert","","5 fathoms,bottom","Y","",18.41,0.474464750032314,1.10147233498929,0.461965280824605,0.460890515,7.58515578
120,"S115PlTcon","S115PlTcon","Laminar","Laminar","","Y","High","Some edge material missing","Tcon",9657.036952,9672.265924,15.22897176,0.157449887,21331.76778,7910.301366,7910.301366,12.44669138,1,593.8212685,414,2769,38,"0.993705368",25.26516092,56614.30802,8611.958034,56391.45333,568.6552836,92.15823464,36.42401668,657.6147741,471.9181827,92.70480823,2949.987793,192.8779434,58.3654,64.3539,48.30957165,7.928485426,9.033452726,11.13312874,13.62987527,11.42700665,9.583597007,8.684646979,8.306552657,8.795054869,9.46723853,8.088629162,7.343749521,14.35464158,6.856537972,9401.356508,19989.79958,343670.8209,418042.6983,9401.356508,-19989.79958,272600.7557,-322878.2516,12.76394415,1,17.19230948,0.770565195,8807.53525,19315.85735,337602.3025,412522.4458,8807.53525,19712.82632,268184.3931,316261.9298,0.744498368,1.18597828,0.039714848,12.06947723,1,13.60456328,0.593902367,76381.25291,10245.61333,1.28922224,8.696441065,21121.77532,208274.3579,28.66017776,10.41012398,2.176760647,2.169471139,2.176760647,4.726284889,0.998005111,"LZ","Minor","Y","Y","GBR, Australia","Savvile Kent","","Oh he's so diddy","Y","",27.69,0.378877861319735,0.917598215469644,0.261710810158534,0.770565195,17.19230948
121,"S114PlTcon","S114PlTcon","Laminar","Laminar","","Y","High","None","Tcon",2826.276085,2820.060184,-6.215901539,-0.220417336,5135.656088,2240.717227,2240.717227,9.089192276,1,218.709204,132,670,8,"0.99449563",12.65457126,8676.057547,2287.957191,6698.92315,204.7031174,52.30782782,20.2034352,217.1296483,192.4301162,52.32557628,725.6891583,95.95268896,28.049,32.9415,27.56873989,4.456834195,4.159634943,4.905962361,5.618545513,5.384772607,5.197825287,5.603522698,5.968751776,7.176676884,8.17836056,6.079350408,4.856044055,11.16826031,2.44605045,2849.101202,5281.85295,62972.12157,70029.57735,2849.101202,-5281.85295,44027.49321,-48216.14404,9.3939953,1,11.92235417,0.761318583,2630.39189,5115.677089,61192.07693,68912.9955,2630.39189,5183.19452,42704.32947,46470.40248,0.812733799,0.621997871,0.009648051,8.78258008,1,8.238998036,0.518059637,11980.7761,2848.854021,1.129719351,6.505333602,6019.275534,31596.74985,19.84662603,5.982133571,2.189153491,2.225232097,2.189153491,4.080302072,0.999640433,"LZ","None","Y","Y","Somerset Shore, Cape York","Challenger","","Baby","Y","",6.7,0.514794366736528,1.00008676506349,0.440860667615681,0.761318583,11.92235417
122,"S113PlTcon","S113PlTcon","Laminar","Laminar","","Y","Medium","Some edge material missing","Tcon",514311.2449,575965.1348,61653.88995,10.70444828,4820284.509,502141.0154,502141.0154,17.56908184,1,44693.81387,44385,74263,7800,"0.994282114",62.74078343,11483541.44,280162.8819,6857481.589,44492.17407,1034.717632,312.2592816,56358.59198,69962.03762,853.4573177,93072.46326,1098.343641,297.785,397.95,201.4709825,0.692248403,0.684323086,0.655540623,0.6844137,0.744949962,0.875367805,1.024489421,0.875458688,0.750348899,0.686496364,0.603233277,0.621652171,1.178038376,0.183734876,560879.9761,5403938.321,49654929.91,276245075.9,560879.9761,-5403938.694,50476942.76,-281935193.5,18.21362315,1,9.188655931,0.291304617,516173.0107,5503736.508,49304468.81,276632686.4,516173.0107,5529038.161,50055478.45,282521896.5,0.744205366,0.049394166,-0.00934928,16.5080421,1,9.053198222,0.288969937,12261419.25,285396.7561,2.000653629,8.568687599,528264.8509,24804758.24,17.15048544,4.588176585,2.414743257,2.261239298,2.414743257,6.69428825,0.997153526,"LZ","None","Y","N","Sharks Bay","Savvile Kent","","","Y","",742.63,0.265514215447669,1.9652640196915,0.440726983623857,0.291304617,9.188655931
125,"S110TaAhya","S110TaAhya","Tabular","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Ahya",184136.7525,238093.4213,53956.66884,22.66197384,1212506.925,197854.6701,197854.6701,23.57338917,1,7240.056619,7113,40643,1695,"0.995060317",55.39020989,2806384.87,129700.8244,2104679.279,7145.902968,327.9390216,116.9430956,8025.655458,7722.964948,318.4231656,58909.13899,877.587729,232.428,322.704,98.15224158,3.227791474,3.433754629,3.521296868,3.821935223,4.248923236,4.122124599,3.603556892,3.253178817,2.891956415,2.878736406,3.046722347,3.216229947,4.151935716,0.662495134,206257.2132,801053.8852,12246166.31,24798246.22,206257.2132,-801053.5575,11419095.81,-22778456.57,23.91303272,1,15.28756871,0.333328151,199017.1565,807028.7728,12124443.75,24562156.9,199017.1565,797573.5105,11319434.92,22511812,0.861634125,3.427831352,0.022896561,23.14071121,1,14.1923406,0.30435667,2905728.333,131208.7668,3.162618229,14.56590102,263577.1306,7672126.988,30.55495489,9.574901234,2.436974514,2.331182153,2.436974514,6.529685759,0.996704641,"LZ","Some","Y","Y","Aldabra, Indian Ocean","J.D.Taylor","","Open branched form","Y","",406.43,0.202231808821783,1.57197737796283,0.27568092863415,0.333328151,15.28756871
127,"S109TaAhya","S109TaAhya","Corymbose","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Ahya",27556.6755,31055.87338,3499.197881,11.26742706,164379.8101,16181.96047,16181.96047,10.63010372,1,4196.677582,3659,4998,222,"0.995227806",10.97264396,92913.8043,13501.15548,69019.18026,4120.712897,247.5121785,84.33341698,4337.60397,5079.440197,233.5838017,5820.526329,270.490075,87.3211,84.8698,41.24606144,0.167178225,0.171672533,0.190212163,0.161233485,0.139792991,0.136056217,0.142439457,0.150418079,0.156839353,0.142076816,0.148224246,0.15381362,0.883234448,0.126691417,25715.40629,110996.1968,891772.9523,2137320.81,25715.40629,-110996.1968,582174.3578,-1190513.734,11.13408822,1,8.034265841,0.400675004,21518.72862,122298.1258,817455.1855,2206447.337,21518.72862,108957.1863,571354.8007,1153696.934,0.660075647,0.69288202,-0.021916038,9.432917194,1,5.243846871,0.221692278,180015.377,17886.7599,1.365837315,6.878086855,34656.24285,426826.2559,15.00523309,3.845413341,2.36123659,2.323000056,2.36123659,5.258361405,0.999671225,"LZ","Some","Y","N","Tahiti","C.Crossland","","","Y","",49.98,0.434339639281572,1.4376782845953,0.616592863619645,0.400675004,8.034265841
129,"S107TaAcyt","S107TaAcyt","Tabular","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Acyt",30925.21473,35672.97769,4747.762965,13.30912997,152822.7009,27332.09198,27332.09198,11.61273829,1,3298.274167,3205,4037,205,"0.995259987",25.76011048,268402.2963,22045.07534,153441.6637,3235.226357,212.9792679,72.06753873,3380.457162,3535.000285,206.2412547,4998.135244,251.9255574,86.7578,73.3516,77.79237991,2.498314957,2.711539913,2.678975339,2.726315694,2.435506622,2.227715956,2.204347972,2.335447905,2.479252082,2.745183358,2.686569316,2.5497228,2.763738913,0.217347759,31343.63228,130594.7279,1281235.803,2866009.016,31343.63228,-130594.7279,1167869.74,-2561541.168,12.17677348,1,9.810777388,0.432557015,28045.3578,132746.0234,1257562.092,2829877.59,28045.3578,128993.9292,1153804.3,2518195.064,0.720600373,2.167827249,0.054419173,10.98537291,1,8.944640322,0.386364314,284036.3916,22925.73659,1.433115171,6.734249545,38719.3906,516543.2759,15.04220201,3.955314921,2.385710188,2.278838421,2.385710188,5.3812071,0.999731891,"LZ","Some","Y","N","Tahiti","C.Crossland","","","Y","",40.37,0.397147558903799,1.36718103503256,0.459781675032376,0.432557015,9.810777388
131,"S105TaAcyt","S105TaAcyt","Tabular","Table/Plate","Table/Plate","Y","Medium","Very few branches missing","Acyt",287189.1172,321240.3552,34051.23793,10.59992538,1417321.239,314964.0043,314964.0043,25.41524425,1,4355.263073,4242,104390,2192.5,"0.994533808",86.36794851,6786399.674,272002.2616,5588387.67,4307.243278,237.9743464,79.9480275,4266.744173,5071.984236,231.8481012,125427.6691,1258.106455,378.863,421.523,127.2182014,15.36688942,14.54818929,14.58604799,14.51674699,15.30329689,16.63747584,17.58164424,17.94925303,17.30194324,17.45233215,17.04762446,16.28288004,27.44616464,6.05010854,320898.4877,1406708.066,29403067.41,72673095.46,320898.4877,-1406708.066,26368852.43,-64658666.49,25.56024537,1,20.90203939,0.461071582,316543.2237,1416657.538,29275342.46,72399436.08,316543.2237,1404586.627,26210574.76,64190461.19,0.908138262,0.143831207,-0.05361138,25.23872054,1,18.66070363,0.408074187,6995095.736,274019.9004,4.698880007,21.375637,532529.0824,21262722.58,42.41707124,15.11523471,2.405975597,2.228580366,2.405975597,6.707880802,0.996759837,"LZ","None","Y","N","Australia","Beq. Mrs Harris","","","Y","",1043.9,0.18919911729707,1.17107730946391,0.201099187071941,0.461071582,20.90203939
